Unique,Parcel_ID,Land_Use,Property_Address,Property_City,Sale_Date,Sale_Price,Sold_As_Vacant,Multiple_Parcels_Involved_in_Sale,Acreage,Tax_District,Neighborhood,Land_Value,Building_Value,Total_Value,Finished_Area,Foundation_Type,Year_Built,Exterior_Wall,Grade,Bedrooms,Full_Bath,Half_Bath
44954,115 09 0 065.00,SINGLE FAMILY,6708  DUQUAINE CT,NASHVILLE,2016-03-29,410000,f,f,1.07,URBAN SERVICES DISTRICT,4428,150000,170700,320700,2229,PT BSMT,1967,BRICK,B,4,2,0
44955,115 10 0 065.00,SINGLE FAMILY,6425  BROWNLEE DR,NASHVILLE,2016-03-10,582500,f,f,0.89,URBAN SERVICES DISTRICT,4428,170000,185700,355700,2445,CRAWL,1960,BRICK,B,3,2,0
44956,115 16 0 076.00,SINGLE FAMILY,154  HAVERFORD DR,NASHVILLE,2016-03-30,421500,f,f,0.39,URBAN SERVICES DISTRICT,4429,170000,131200,301200,1513,PT BSMT,1953,BRICK,C,2,2,1
44957,116 03 0 081.00,SINGLE FAMILY,135  KENNER AVE,NASHVILLE,2016-03-22,599900,f,f,0.23,URBAN SERVICES DISTRICT,3227,190000,131300,326500,1346,CRAWL,1925,BRICK,C,3,1,0
44962,116 11 0 066.00,SINGLE FAMILY,323  WALNUT DR,NASHVILLE,2016-03-14,1800000,f,f,0.93,CITY OF BELLE MEADE,9026,722300,670000,1428300,5248.625,PT BSMT,1961,BRICK,X,4,4,2
44974,117 05 0 064.00,SINGLE FAMILY,3609  HAMPTON AVE,NASHVILLE,2016-03-24,820000,f,f,0.9,URBAN SERVICES DISTRICT,3227,240000,468800,708800,3122.5,PT BSMT,1941,BRICK/FRAME,B,4,4,0
44979,117 09 0 089.00,SINGLE FAMILY,2826  SUGARTREE RD,NASHVILLE,2016-03-25,345000,f,f,0.57,URBAN SERVICES DISTRICT,3228,200000,115600,318400,1734,CRAWL,1950,BRICK,C,2,1,1
44982,117 11 0 093.00,VACANT RESIDENTIAL LAND,3441  BENHAM AVE,NASHVILLE,2016-03-15,450000,t,f,0.57,URBAN SERVICES DISTRICT,3727,220000,973800,1193800,5861,CRAWL,2016,BRICK,A,5,4,2
44987,117 12 0 094.00,SINGLE FAMILY,1501  WOODMONT BLVD,NASHVILLE,2016-03-11,415000,f,f,0.36,URBAN SERVICES DISTRICT,3727,210000,117500,334800,1527.17999,FULL BSMT,1937,STONE,C,3,2,0
44988,117 12 0 189.00,SINGLE FAMILY,3603  BELMONT BLVD,NASHVILLE,2016-03-30,450000,f,f,0.46,URBAN SERVICES DISTRICT,3727,220000,126500,349600,1846,CRAWL,1946,BRICK,C,2,1,1
44992,117 13 0 040.00,SINGLE FAMILY,4013  VAILWOOD DR,NASHVILLE,2016-03-07,1500000,f,f,0.45,URBAN SERVICES DISTRICT,3228,290000,1045500,1335500,4809,CRAWL,2015,BRICK,X,5,5,1
44993,117 13 0 128.00,DUPLEX,3913  CAYLOR DR,NASHVILLE,2016-03-04,490000,f,f,0.51,URBAN SERVICES DISTRICT,3228,200000,61800,261800,1825,CRAWL,1965,BRICK,C,4,2,0
44994,117 13 0 137.00,SINGLE FAMILY,2311  WARFIELD LN,NASHVILLE,2016-03-18,1150000,f,f,0.46,URBAN SERVICES DISTRICT,3228,200000,704500,953800,4503.5,CRAWL,2015,BRICK,A,4,4,1
44998,117 16 0 205.00,DUPLEX,4102  GRANNY WHITE PIKE,NASHVILLE,2016-03-25,610000,f,f,0.42,URBAN SERVICES DISTRICT,3727,190000,138800,328800,3003,FULL BSMT,1939,BRICK,C,5,2,0
44999,118 01 0 069.00,SINGLE FAMILY,1208  PARIS AVE,NASHVILLE,2016-03-03,430000,f,f,0.18,URBAN SERVICES DISTRICT,2228,180000,127300,312400,1409,CRAWL,1930,FRAME,C,3,1,1
45010,118 09 0 089.00,SINGLE FAMILY,1115  DRAUGHON AVE,NASHVILLE,2016-03-08,430000,f,f,0.29,URBAN SERVICES DISTRICT,3726,131300,159000,292600,2392.5,PT BSMT,1938,BRICK,C,3,2,0
45011,118 09 0 254.00,ZERO LOT LINE,1121  CLIFTON LN,NASHVILLE,2016-03-31,360000,f,f,0.14,URBAN SERVICES DISTRICT,3726,96000,145800,241800,1760,CRAWL,1984,BRICK,C,2,3,0
45024,128 14 0 101.00,SINGLE FAMILY,7981  SAWYER BROWN RD,NASHVILLE,2016-03-01,222250,f,f,0.24,GENERAL SERVICES DISTRICT,6732,36000,114300,150300,1943,SLAB,1968,BRICK,C,3,1,0
45026,129 03 0 020.00,SINGLE FAMILY,201  BROOK HOLLOW RD,NASHVILLE,2016-03-09,783000,f,f,2.04,URBAN SERVICES DISTRICT,4430,287500,658800,948500,5315,CRAWL,1960,BRICK,A,5,4,1
45027,129 04 0 070.00,SINGLE FAMILY,131  ALLENDALE DR,NASHVILLE,2016-03-15,1250000,f,f,0.5,URBAN SERVICES DISTRICT,4429,170000,1063400,1233400,4982,CRAWL,2015,BRICK,X,4,4,2
45028,129 07 0 026.00,SINGLE FAMILY,6542  MELINDA DR,NASHVILLE,2016-03-04,715000,f,f,1.84,URBAN SERVICES DISTRICT,4430,287500,304700,598100,4151,CRAWL,1962,BRICK/FRAME,B,3,3,0
45032,130 01 0 208.00,SINGLE FAMILY,200  WINDSOR DR,NASHVILLE,2016-03-14,1199900,f,f,0.25,URBAN SERVICES DISTRICT,4328,290000,622600,912600,4776,PT BSMT,1998,BRICK,B,4,4,0
45033,130 03 0 015.00,SINGLE FAMILY,4406  IROQUOIS AVE,NASHVILLE,2016-03-21,1350000,f,f,0.46,CITY OF BELLE MEADE,9026,469500,478100,948500,4394,PT BSMT,1928,BRICK,X,3,4,0
45034,130 04 0 050.00,SINGLE FAMILY,4215  SNEED RD,NASHVILLE,2016-03-31,700000,f,f,0.69,URBAN SERVICES DISTRICT,3229,315000,284600,599600,3413.63745,PT BSMT,1950,BRICK/FRAME,B,4,3,0
45036,130 05 0 027.00,SINGLE FAMILY,121  PAGE RD,NASHVILLE,2016-03-14,1395000,f,f,0.48,URBAN SERVICES DISTRICT,4327,295000,870800,1165800,5096,CRAWL,2004,BRICK,X,4,3,2
45037,130 07 0 131.00,SINGLE FAMILY,4011  HARDING PL,NASHVILLE,2016-03-01,600000,f,f,0.69,URBAN SERVICES DISTRICT,9226,342000,265800,607800,3896.40002,PT BSMT,1943,BRICK,B,7,4,0
45038,130 09 0 095.00,SINGLE FAMILY,220  PAGE RD,NASHVILLE,2016-03-03,610000,f,f,0.45,URBAN SERVICES DISTRICT,4327,295000,169600,465700,2543,CRAWL,1952,BRICK,C,2,3,0
45039,130 11 0 128.00,SINGLE FAMILY,4504  BEACON DR,NASHVILLE,2016-03-01,900000,f,f,1.28,URBAN SERVICES DISTRICT,9226,380000,397700,779300,3356,PT BSMT,1987,BRICK,A,4,4,0
45041,130 15 0 086.00,SINGLE FAMILY,2803  HEMINGWAY DR,NASHVILLE,2016-03-31,1820000,f,f,1.03,CITY OF FOREST HILLS,9226,380000,1297200,1677200,7040,CRAWL,2016,BRICK,X,5,5,1
45051,131 03 0 206.00,SINGLE FAMILY,1703  TEMPLE AVE,NASHVILLE,2016-03-23,445000,f,f,0.35,URBAN SERVICES DISTRICT,3727,210000,151500,365900,1714.5,PT BSMT,1945,BRICK,C,4,1,1
45052,131 03 0 258.00,SINGLE FAMILY,4301  LONE OAK RD,NASHVILLE,2016-03-15,399900,f,f,0.23,URBAN SERVICES DISTRICT,3727,210000,109900,320700,1762,CRAWL,1988,BRICK,C,3,2,0
45066,131 08 0 019.00,SINGLE FAMILY,1121  DUNCANWOOD DR,NASHVILLE,2016-03-16,442500,f,f,0.48,URBAN SERVICES DISTRICT,3727,200000,108800,308800,1524,CRAWL,1950,BRICK,B,3,1,1
45067,131 10 0 065.00,SINGLE FAMILY,1415  HARDING PL,NASHVILLE,2016-03-17,475000,f,f,0.94,URBAN SERVICES DISTRICT,3728,245000,150100,411600,2640,PT BSMT,1954,BRICK,B,4,3,0
45068,131 11 0 079.00,DUPLEX,4601  GRANNY WHITE PIKE,NASHVILLE,2016-03-30,475000,f,f,1.02,URBAN SERVICES DISTRICT,3728,245000,141400,386400,2396,CRAWL,1962,BRICK,B,3,4,0
45069,131 14 0 022.00,SINGLE FAMILY,4636  TARA DR,NASHVILLE,2016-03-02,1419094,f,f,1.24,CITY OF FOREST HILLS,9226,285000,841800,1126800,6440.95996,FULL BSMT,2015,BRICK/FRAME,X,5,6,2
45070,132 11 0 041.00,SINGLE FAMILY,789  ELYSIAN FIELDS RD,NASHVILLE,2016-03-01,1100000,f,f,1.11,CITY OF OAK HILL,9526,200000,456700,695900,4211,CRAWL,2006,STUCCO,A,4,4,1
45083,142 02 0 098.00,SINGLE FAMILY,7484  HARROW DR,NASHVILLE,2016-03-11,240000,f,f,0.39,GENERAL SERVICES DISTRICT,6733,34000,156200,190200,2096,CRAWL,1968,FRAME,C,3,2,0
45102,142 11 0 028.00,SINGLE FAMILY,7151  BIRCH BARK DR,NASHVILLE,2016-03-11,274600,f,f,0.53,GENERAL SERVICES DISTRICT,6735,45000,154400,199400,2100,FULL BSMT,1966,BRICK,C,4,2,0
45103,142 11 0 042.00,SINGLE FAMILY,501  HOLLY HILL CT,NASHVILLE,2016-03-29,291500,f,f,0.53,GENERAL SERVICES DISTRICT,6735,45000,176700,221700,2813.58002,FULL BSMT,1969,BRICK,C,3,2,0
45105,142 14 0 019.00,SINGLE FAMILY,712  HARPETH PKWY W,NASHVILLE,2016-03-29,217500,f,f,0.67,GENERAL SERVICES DISTRICT,6737,54000,101900,155900,1471,CRAWL,1966,BRICK,C,3,2,0
45106,142 14 0 050.00,SINGLE FAMILY,555  BELLEVUE RD N,NASHVILLE,2016-03-11,224000,f,f,0.28,GENERAL SERVICES DISTRICT,6735,36000,127200,163200,1550,CRAWL,1966,BRICK/FRAME,C,4,1,1
45115,144 00 0 104.00,SINGLE FAMILY,43  BANCROFT PL,NASHVILLE,2016-03-18,2120000,f,f,3.63,CITY OF FOREST HILLS,4440,472300,1035400,1541900,5859.67993,PT BSMT,2006,BRICK/FRAME,X,4,4,3
45117,144 11 0 011.00,SINGLE FAMILY,2011  OTTER CREEK RD,NASHVILLE,2016-03-31,525800,f,f,2.84,CITY OF FOREST HILLS,9226,328900,142900,474000,2821,CRAWL,1959,BRICK,B,4,3,0
45118,144 14 0 010.00,SINGLE FAMILY,2133  CHICKERING LN,NASHVILLE,2016-03-31,760000,f,f,1.31,CITY OF FOREST HILLS,9226,305000,301700,606700,4661,SLAB,1959,BRICK/FRAME,A,6,4,0
45123,145 04 0 017.00,SINGLE FAMILY,1002  TYNE BLVD,NASHVILLE,2016-03-30,3000000,f,f,2.84,CITY OF OAK HILL,9529,547200,1818400,2482200,6530,CRAWL,2000,STONE,X,4,3,1
45124,145 05 0 009.00,SINGLE FAMILY,5820  FREDRICKSBURG DR,NASHVILLE,2016-03-08,570000,f,f,2.51,CITY OF FOREST HILLS,9226,355800,126100,481900,3388.67993,PT BSMT,1966,BRICK,C,3,3,0
45125,145 05 0 017.00,SINGLE FAMILY,5836  BEAUREGARD DR,NASHVILLE,2016-03-31,1175000,f,f,1.33,CITY OF FOREST HILLS,9226,315000,244500,559500,4371.6501,PT BSMT,1971,FRAME/STONE,B,4,4,1
45126,146 05 0 011.00,SINGLE FAMILY,915  OVERTON LEA RD,NASHVILLE,2016-03-18,830000,f,f,2.1,CITY OF OAK HILL,9529,480000,382900,862900,5414.5,CRAWL,1951,BRICK,A,4,3,1
45127,146 10 0 054.00,SINGLE FAMILY,5022  FRANKLIN PIKE,NASHVILLE,2016-03-14,558000,f,f,2,CITY OF OAK HILL,9529,310000,151400,462800,2162,FULL BSMT,1963,BRICK,B,3,3,0
45138,156 02 0 042.00,SINGLE FAMILY,751  HARPETH BEND DR,NASHVILLE,2016-03-30,199000,f,f,0.3,GENERAL SERVICES DISTRICT,6737,45000,125900,170900,1900,CRAWL,1969,BRICK/FRAME,C,3,2,0
45139,157 00 0 124.00,SINGLE FAMILY,6545  RADCLIFF DR,NASHVILLE,2016-03-09,1200000,f,f,0.95,GENERAL SERVICES DISTRICT,6526,200000,644200,874200,6160.5,CRAWL,1987,BRICK,A,4,3,2
45140,158 03 0 050.00,SINGLE FAMILY,6112  MELBOURNE DR,NASHVILLE,2016-03-31,524750,f,f,1.07,CITY OF FOREST HILLS,9226,315000,85100,400100,2220,CRAWL,1960,BRICK,B,4,2,0
45143,160 01 0 002.00,SINGLE FAMILY,933  FOREST ACRES CT,NASHVILLE,2016-03-14,1300000,f,f,0.98,CITY OF OAK HILL,9529,200000,1132600,1332600,4382,SLAB,2003,FRAME/STONE,X,3,4,1
45145,081 02 0 096.00,SINGLE FAMILY,1713  NUBELL ST,NASHVILLE,2016-03-16,190000,f,t,0.17,URBAN SERVICES DISTRICT,3326,11000,27000,38000,850,CRAWL,1960,BRICK,D,2,1,0
45148,081 07 0 010.00,SINGLE FAMILY,1701  SIMPKINS ST,NASHVILLE,2016-03-29,135000,f,f,0.18,URBAN SERVICES DISTRICT,3326,11000,71200,82200,1779,SLAB,1972,BRICK,D,3,1,1
45150,081 07 0 267.00,SINGLE FAMILY,1810  15TH AVE N,NASHVILLE,2016-03-25,68000,f,f,0.13,URBAN SERVICES DISTRICT,226,11000,50700,61700,1004,PT BSMT,1935,FRAME,D,3,1,0
45151,081 10 0 239.00,SINGLE FAMILY,1707  23RD AVE N,NASHVILLE,2016-03-28,272011,f,f,0.22,URBAN SERVICES DISTRICT,3326,13000,106600,119600,1378,CRAWL,1940,FRAME,C,3,2,0
45152,081 11 0 139.00,SINGLE FAMILY,1609  21ST AVE N,NASHVILLE,2016-03-31,50000,f,f,0.18,URBAN SERVICES DISTRICT,3326,13000,37200,50200,905,CRAWL,1928,BRICK,D,2,1,0
45154,081 11 0 424.00,SINGLE FAMILY,1720  14TH AVE N,NASHVILLE,2016-03-16,74000,f,f,0.2,URBAN SERVICES DISTRICT,226,13000,48500,61500,1253,CRAWL,1920,FRAME,D,3,1,0
45155,081 11 0 469.00,SINGLE FAMILY,1705  11TH AVE N,NASHVILLE,2016-03-29,118000,f,f,0.17,URBAN SERVICES DISTRICT,226,13000,73300,86300,1020,CRAWL,1920,FRAME,D,2,2,0
45157,081 12 0 020.00,SINGLE FAMILY,1708  10TH AVE N,NASHVILLE,2016-03-29,305000,f,f,0.17,URBAN SERVICES DISTRICT,226,13000,92100,105100,1305,CRAWL,1910,BRICK,D,3,1,0
45158,081 12 0 076.00,SINGLE FAMILY,1610  11TH AVE N,NASHVILLE,2016-03-25,263900,f,f,0.05,URBAN SERVICES DISTRICT,226,13000,126100,139100,1524.53003,CRAWL,1930,FRAME,C,2,2,0
45161,081 15 0 248.00,SINGLE FAMILY,1607  COCKRILL ST,NASHVILLE,2016-03-30,271500,f,f,0.08,URBAN SERVICES DISTRICT,226,6500,103800,110300,1240,CRAWL,2009,BRICK/FRAME,C,3,2,0
45162,081 15 0 461.00,SINGLE FAMILY,2106  SCOVEL ST,NASHVILLE,2016-03-18,129000,f,f,0.13,URBAN SERVICES DISTRICT,226,13000,70600,83600,1247,CRAWL,1988,FRAME,D,3,1,0
45163,090 08 0 049.00,SINGLE FAMILY,6407  FRISCO AVE,NASHVILLE,2016-03-08,185000,f,f,0.13,URBAN SERVICES DISTRICT,3329,18000,72000,90200,1016,CRAWL,1950,FRAME,C,3,1,0
45166,090 16 0 283.00,SINGLE FAMILY,442  THUNDERBIRD CT,NASHVILLE,2016-03-03,219000,f,f,0.37,URBAN SERVICES DISTRICT,3328,31000,127700,158700,1837.5,FULL BSMT,1960,BRICK,C,3,2,0
45182,091 04 0 046.00,SINGLE FAMILY,1038  40TH AVE N,NASHVILLE,2016-03-16,209000,f,f,0.14,URBAN SERVICES DISTRICT,1127,20000,83000,103000,942,CRAWL,1947,CONC BLK,D,3,1,0
45184,091 06 0 242.00,SINGLE FAMILY,5603  LOUISIANA AVE,NASHVILLE,2016-03-02,270000,f,f,0.17,URBAN SERVICES DISTRICT,1226,45000,131600,176600,1176,CRAWL,2008,FRAME,C,3,2,0
45185,091 06 0 289.00,SINGLE FAMILY,5611  TENNESSEE AVE,NASHVILLE,2016-03-22,345900,f,f,0.09,URBAN SERVICES DISTRICT,1226,45000,226500,271500,2234,CRAWL,2015,FRAME,C,3,2,1
45193,091 07 0 088.00,SINGLE FAMILY,5212  TENNESSEE AVE,NASHVILLE,2016-03-26,380000,f,f,0.41,URBAN SERVICES DISTRICT,1226,45000,64200,141300,864,CRAWL,1963,BRICK,D,2,1,0
45200,091 10 0 215.00,SINGLE FAMILY,524  ELAINE AVE,NASHVILLE,2016-03-25,210000,f,f,0.14,URBAN SERVICES DISTRICT,3329,18000,74100,92100,1632,CRAWL,1950,FRAME,D,3,1,0
45202,091 11 0 006.00,SINGLE FAMILY,801  MORROW RD,NASHVILLE,2016-03-22,120000,f,f,0.14,URBAN SERVICES DISTRICT,1228,21000,44600,70400,660,CRAWL,1954,FRAME,C,2,1,0
45203,091 11 0 120.00,SINGLE FAMILY,5115  ILLINOIS AVE,NASHVILLE,2016-03-31,416553,f,f,0.12,URBAN SERVICES DISTRICT,1226,45000,218600,269900,2080,CRAWL,2016,FRAME,C,3,2,1
45205,091 11 0 138.00,SINGLE FAMILY,5308  INDIANA AVE,NASHVILLE,2016-03-31,400854,f,f,0.09,URBAN SERVICES DISTRICT,1226,45000,215200,266900,2014,CRAWL,2016,FRAME,C,3,2,1
45207,091 11 0 267.00,SINGLE FAMILY,5001  GEORGIA AVE,NASHVILLE,2016-03-31,250000,f,f,0.21,URBAN SERVICES DISTRICT,1226,50000,125000,181600,1008,CRAWL,1940,FRAME,D,2,2,0
45208,091 11 0 413.00,SINGLE FAMILY,5308  INDIANA AVE,NASHVILLE,2016-03-25,417244,f,f,0.09,URBAN SERVICES DISTRICT,1226,45000,233300,278300,2014,CRAWL,2016,FRAME,C,3,3,0
45209,091 11 0 415.00,SINGLE FAMILY,5315  INDIANA AVE,NASHVILLE,2016-03-17,425578,f,f,0.09,URBAN SERVICES DISTRICT,1226,45000,260100,305100,2576,CRAWL,2016,FRAME,C,3,3,0
45210,091 12 0 068.00,SINGLE FAMILY,713  45TH AVE N,NASHVILLE,2016-03-04,150000,f,f,0.12,URBAN SERVICES DISTRICT,1226,50000,71700,125200,1502.20001,CRAWL,1951,FRAME,D,3,2,0
45211,091 12 0 068.00,SINGLE FAMILY,713  45TH AVE N,NASHVILLE,2016-03-31,210000,f,f,0.12,URBAN SERVICES DISTRICT,1226,50000,71700,125200,1502.20001,CRAWL,1951,FRAME,D,3,2,0
45212,091 12 0 326.00,SINGLE FAMILY,604 A 45TH AVE N,NASHVILLE,2016-03-21,378000,f,f,0.06,URBAN SERVICES DISTRICT,1226,50000,194100,247500,1880,CRAWL,2016,FRAME,C,3,2,1
45213,092 05 0 093.00,SINGLE FAMILY,3512  GENEVA CIR,NASHVILLE,2016-03-01,173000,f,f,0.4,URBAN SERVICES DISTRICT,1127,36000,110100,146100,2051,CRAWL,1966,BRICK,C,3,2,0
45214,092 05 0 265.00,SINGLE FAMILY,3312  CLIFTON AVE,NASHVILLE,2016-03-21,85000,f,f,0.16,URBAN SERVICES DISTRICT,1127,13000,54900,67900,900,CRAWL,1962,BRICK,C,3,1,0
45215,092 09 0 066.00,SINGLE FAMILY,3222  TORBETT ST,NASHVILLE,2016-03-24,170000,f,f,0.09,URBAN SERVICES DISTRICT,1127,13000,96500,109500,1413.69995,CRAWL,2005,FRAME,C,4,2,1
45216,102 04 0 014.00,SINGLE FAMILY,602  GALAXIE DR,NASHVILLE,2016-03-11,192200,f,f,0.28,URBAN SERVICES DISTRICT,3328,31000,143800,174800,1750,FULL BSMT,1965,BRICK,C,3,1,1
45217,102 07 0 102.00,SINGLE FAMILY,6628  BEACON LN,NASHVILLE,2016-03-30,306500,f,f,0.3,URBAN SERVICES DISTRICT,3328,31000,136500,167500,1911,CRAWL,1968,BRICK,C,3,1,1
45228,127 00 0 205.00,SINGLE FAMILY,7801  STEEPLECHASE LN,NASHVILLE,2016-03-24,369999,f,f,1.67,GENERAL SERVICES DISTRICT,6736,67200,200100,267300,2230,CRAWL,1983,FRAME,B,3,3,0
45229,049 00 0 171.00,SINGLE FAMILY,3505  WHITES CREEK PIKE,NASHVILLE,2016-03-11,55000,f,f,1.29,URBAN SERVICES DISTRICT,4927,26000,27700,53700,1000,CRAWL,1946,CONC BLK,D,2,1,0
45246,058 11 0 148.00,SINGLE FAMILY,653  PUTNAM DR,NASHVILLE,2016-03-16,128500,f,f,0.4,URBAN SERVICES DISTRICT,3532,20000,72100,92100,1250,CRAWL,1980,BRICK,C,4,1,1
45247,058 15 0 053.00,SINGLE FAMILY,3906  KINGS LN,NASHVILLE,2016-03-31,126100,f,f,1.01,URBAN SERVICES DISTRICT,3531,34200,76400,110600,1915,SLAB,1969,BRICK,C,4,2,0
45248,058 16 0 129.00,DUPLEX,356  KINGVIEW DR,NASHVILLE,2016-03-07,95000,f,f,0.23,URBAN SERVICES DISTRICT,3533,21000,59400,80400,1404,CRAWL,1985,FRAME,C,4,2,0
45249,059 01 0 016.00,SINGLE FAMILY,6137  BEALS LN,NASHVILLE,2016-03-24,222250,f,f,0.92,URBAN SERVICES DISTRICT,4926,21000,125300,149000,2112,CRAWL,1967,BRICK,C,3,1,1
45250,059 01 0 028.00,SINGLE FAMILY,5116  BUENA VISTA PIKE,NASHVILLE,2016-03-30,85500,f,f,0.57,URBAN SERVICES DISTRICT,4927,18900,97100,116000,1933,CRAWL,1955,LOG,C,3,2,0
45253,059 05 0 187.00,SINGLE FAMILY,4167  FARMVIEW DR,NASHVILLE,2016-03-31,103000,f,f,0.45,URBAN SERVICES DISTRICT,3533,21000,64000,85000,1300,CRAWL,1972,BRICK,C,3,1,0
45254,059 08 0 177.00,SINGLE FAMILY,536  MILL STATION DR,NASHVILLE,2016-03-04,189900,f,f,0.2,URBAN SERVICES DISTRICT,4826,26000,94200,120200,2120,SLAB,1987,BRICK/FRAME,C,3,2,1
45255,059 09 0 027.00,SINGLE FAMILY,4009  MEADOW HILL DR,NASHVILLE,2016-03-25,94900,f,f,0.25,URBAN SERVICES DISTRICT,3533,21000,73900,94900,1578,CRAWL,1968,BRICK,C,3,1,1
45256,059 09 0 030.00,SINGLE FAMILY,4021  MEADOW HILL DR,NASHVILLE,2016-03-24,90000,f,f,0.23,URBAN SERVICES DISTRICT,3533,21000,68800,92000,1656,SLAB,1969,BRICK/FRAME,C,3,1,1
45257,059 10 0 064.00,SINGLE FAMILY,726  ROWAN DR,NASHVILLE,2016-03-24,130000,f,f,0.23,URBAN SERVICES DISTRICT,3533,21000,74000,95000,1850,SLAB,1968,BRICK,C,4,1,1
45258,059 10 0 206.00,SINGLE FAMILY,3890  CROUCH DR,NASHVILLE,2016-03-28,89000,f,f,0.17,URBAN SERVICES DISTRICT,3533,21000,57200,78200,1125,CRAWL,1972,BRICK,C,3,1,0
45259,059 11 0 208.00,SINGLE FAMILY,624  ROWAN CT,NASHVILLE,2016-03-03,127000,f,f,0.26,URBAN SERVICES DISTRICT,3533,21000,76200,97500,1211,CRAWL,1970,BRICK,C,3,1,0
45260,059 12 0 013.00,SINGLE FAMILY,617  MACLAURIN CT,NASHVILLE,2016-03-03,76000,f,f,0.21,URBAN SERVICES DISTRICT,3535,11000,53900,64900,1584,CRAWL,1973,BRICK/FRAME,C,3,1,1
45264,059 15 0 158.00,SINGLE FAMILY,711  VANDERHORST DR,NASHVILLE,2016-03-25,127000,f,f,0.21,URBAN SERVICES DISTRICT,3533,21000,90700,111700,2050,SLAB,1968,BRICK,C,4,1,1
45271,069 02 0 056.00,SINGLE FAMILY,4331  SETTERS RD,NASHVILLE,2016-03-30,182500,f,f,1.19,URBAN SERVICES DISTRICT,3531,36900,94300,131200,2043,CRAWL,1966,BRICK,B,3,2,0
45272,070 03 0 013.00,SINGLE FAMILY,2517  SHREEVE LN,NASHVILLE,2016-03-31,90000,f,f,0.94,URBAN SERVICES DISTRICT,3534,21000,104200,150100,2579,CRAWL,1958,BRICK,B,3,2,0
45273,070 04 0 082.00,SINGLE FAMILY,508 E NOCTURNE DR,NASHVILLE,2016-03-03,105000,f,f,0.23,URBAN SERVICES DISTRICT,3527,11000,92300,103300,1384,CRAWL,2008,FRAME,C,3,2,0
45274,070 04 0 083.00,SINGLE FAMILY,0 E NOCTURNE DR,NASHVILLE,2016-03-03,110250,f,f,0.25,URBAN SERVICES DISTRICT,3527,11000,92300,103300,1384,CRAWL,2008,FRAME,C,3,2,0
45276,070 07 0 076.00,CHURCH,0 W TRINITY LN,NASHVILLE,2016-03-18,235000,f,f,0.43,URBAN SERVICES DISTRICT,3527,11000,87800,98800,4482,TYPICAL,1925,BRICK,TCC,0,0,0
45284,080 08 0 255.00,SINGLE FAMILY,3244  MEXICO DR,NASHVILLE,2016-03-04,123000,f,f,0.17,URBAN SERVICES DISTRICT,3536,14000,52200,66200,1305,CRAWL,1967,BRICK,C,3,1,0
45285,012 03 0 006.00,SINGLE FAMILY,612  GAYLEMORE DR,GOODLETTSVILLE,2016-03-11,276500,f,f,1.01,GENERAL SERVICES DISTRICT,6826,40000,169200,209200,2676,CRAWL,1973,STONE,C,3,3,0
45286,015 14 0 061.00,SINGLE FAMILY,3117  MILLIKEN DR,JOELTON,2016-03-18,169900,f,f,0.98,GENERAL SERVICES DISTRICT,7226,30000,115900,145900,1292,CRAWL,1997,BRICK,C,3,2,0
45287,018 03 0 027.00,SINGLE FAMILY,410  ISAAC DR,GOODLETTSVILLE,2016-03-31,209761,f,f,1.24,CITY OF GOODLETTSVILLE,9326,30800,146900,179000,1998,CRAWL,1966,BRICK,C,4,2,0
45288,018 07 0 163.00,SINGLE FAMILY,401  CARLTON PL,GOODLETTSVILLE,2016-03-25,189900,f,f,0.35,CITY OF GOODLETTSVILLE,9326,28000,134100,162100,1674,SLAB,1989,BRICK,C,3,3,0
45289,025 04 0 016.00,SINGLE FAMILY,207 W CEDAR ST,GOODLETTSVILLE,2016-03-07,165000,f,f,0.32,CITY OF GOODLETTSVILLE,9326,24000,61800,98400,1122,CRAWL,1935,FRAME,C,3,1,0
45290,026 05 0 017.00,SINGLE FAMILY,208  EAST AVE,GOODLETTSVILLE,2016-03-29,155000,f,f,0.2,CITY OF GOODLETTSVILLE,9326,21100,130200,151300,1305,CRAWL,2008,FRAME,C,3,2,0
45291,026 05 0 041.00,SINGLE FAMILY,113  ROSCOE ST,GOODLETTSVILLE,2016-03-30,166000,f,f,0.44,CITY OF GOODLETTSVILLE,9326,28800,102500,138800,1801,PT BSMT,1946,BRICK,C,2,1,0
45294,033 04 0 032.00,SINGLE FAMILY,121  DRAPER DR,GOODLETTSVILLE,2016-03-02,189000,f,f,1.54,CITY OF GOODLETTSVILLE,9326,33600,109800,170300,2072,CRAWL,1958,BRICK,C,3,2,0
45299,041 07 0 049.00,SINGLE FAMILY,4020  HICKORY TER,NASHVILLE,2016-03-08,201000,f,f,0.76,GENERAL SERVICES DISTRICT,6829,25000,114100,139100,1431,FULL BSMT,1965,BRICK,C,3,1,1
45300,041 11 0 055.00,SINGLE FAMILY,3921  STILTON DR,NASHVILLE,2016-03-08,110000,f,f,0.98,GENERAL SERVICES DISTRICT,6829,25000,85200,110200,1992.00006,FULL BSMT,1957,BRICK,C,2,1,0
45301,041 12 0 014.00,SINGLE FAMILY,1109  BELL GRIMES LN,NASHVILLE,2016-03-25,163000,f,f,1.02,GENERAL SERVICES DISTRICT,6829,25000,133700,173600,2426,CRAWL,1955,BRICK,C,6,3,0
